fullname,type,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time_sec,bugs,cyclomatic,sloc,lloc,comment_rate,mi_std,mi_custom
116A,13,4,8,5,10,12,15,32.0,53.77,2.5,134.44,7.47,0.0179,0,13,11,0.0,64.76,64.76
116A,14,2,4,2,4,6,6,10.0,15.51,1.0,15.51,0.86,0.0052,0,9,9,0.0,70.58,70.58
116A,15,2,3,2,4,5,6,6.75,13.93,1.33,18.58,1.03,0.0046,0,27,15,42.86,94.5,94.5
116A,16,3,5,3,6,8,9,16.36,27.0,1.8,48.6,2.7,0.009,0,11,10,10.0,85.58,85.58
116A,17,5,8,5,9,13,14,35.61,51.81,2.81,145.7,8.09,0.0173,3,22,13,7.69,79.05,79.05
116A,18,2,3,2,4,5,6,6.75,13.93,1.33,18.58,1.03,0.0046,0,10,8,0.0,72.02,72.02
116A,19,2,3,2,4,5,6,6.75,13.93,1.33,18.58,1.03,0.0046,0,12,9,0.0,70.9,70.9
116A,20,3,5,3,6,8,9,16.36,27.0,1.8,48.6,2.7,0.009,3,15,12,0.0,66.03,66.03
116A,21,3,6,5,9,9,14,20.26,44.38,2.25,99.85,5.55,0.0148,0,21,9,66.67,96.27,96.27
116A,22,3,4,3,6,7,9,12.75,25.27,2.25,56.85,3.16,0.0084,0,8,9,0.0,68.83,68.83
116A,23,3,4,3,6,7,9,12.75,25.27,2.25,56.85,3.16,0.0084,0,16,11,0.0,67.06,67.06
116A,24,5,9,6,12,14,18,40.14,68.53,3.33,228.44,12.69,0.0228,4,16,15,0.0,60.82,60.82
116A,25,3,4,3,6,7,9,12.75,25.27,2.25,56.85,3.16,0.0084,0,11,9,0.0,68.96,68.96
116A,26,3,4,3,6,7,9,12.75,25.27,2.25,56.85,3.16,0.0084,0,17,10,77.78,96.24,96.24
116A,27,3,7,4,8,10,12,24.41,39.86,1.71,68.34,3.8,0.0133,0,10,9,11.11,86.2,86.2
116A,28,2,3,2,4,5,6,6.75,13.93,1.33,18.58,1.03,0.0046,0,9,9,0.0,70.9,70.9
116A,29,2,4,2,4,6,6,10.0,15.51,1.0,15.51,0.86,0.0052,0,12,8,0.0,71.69,71.69
116A,30,2,3,2,4,5,6,6.75,13.93,1.33,18.58,1.03,0.0046,0,9,9,0.0,70.9,70.9
116A,31,3,5,3,6,8,9,16.36,27.0,1.8,48.6,2.7,0.009,0,13,12,0.0,66.03,66.03
116A,32,2,3,2,4,5,6,6.75,13.93,1.33,18.58,1.03,0.0046,0,8,8,0.0,72.02,72.02
116A,33,3,8,5,10,11,15,28.75,51.89,1.88,97.3,5.41,0.0173,0,10,10,0.0,65.77,65.77
116A,34,3,4,3,6,7,9,12.75,25.27,2.25,56.85,3.16,0.0084,0,16,10,10.0,85.78,85.78
116A,35,1,2,1,2,3,3,2.0,4.75,0.5,2.38,0.13,0.0016,0,5,5,0.0,79.74,79.74
116A,36,6,9,7,14,15,21,44.04,82.04,4.67,382.88,21.27,0.0273,0,15,15,0.0,60.0,60.0
116A,37,2,3,2,4,5,6,6.75,13.93,1.33,18.58,1.03,0.0046,0,16,12,0.0,67.91,67.91
116A,38,4,6,4,7,10,11,23.51,36.54,2.33,85.26,4.74,0.0122,0,9,9,0.0,67.84,67.84
116A,39,3,9,6,12,12,18,33.28,64.53,2.0,129.06,7.17,0.0215,0,21,12,8.33,79.71,79.71
116A,40,2,4,2,4,6,6,10.0,15.51,1.0,15.51,0.86,0.0052,0,6,6,0.0,74.42,74.42
116A,41,5,11,10,20,16,30,49.66,120.0,4.55,545.45,30.3,0.04,0,16,16,0.0,58.77,58.77
116A,42,3,4,3,6,7,9,12.75,25.27,2.25,56.85,3.16,0.0084,0,9,9,0.0,68.96,68.96
116A,43,3,5,3,6,8,9,16.36,27.0,1.8,48.6,2.7,0.009,0,8,9,0.0,68.62,68.62
116A,44,3,7,6,11,10,17,24.41,56.47,2.36,133.11,7.4,0.0188,0,13,10,0.0,65.52,65.52
116A,45,2,4,2,4,6,6,10.0,15.51,1.0,15.51,0.86,0.0052,0,9,9,0.0,70.58,70.58
116A,46,3,4,3,6,7,9,12.75,25.27,2.25,56.85,3.16,0.0084,0,10,10,0.0,67.83,67.83
116A,47,3,4,3,6,7,9,12.75,25.27,2.25,56.85,3.16,0.0084,0,11,11,0.0,67.06,67.06
116A,48,5,14,11,22,19,33,64.91,140.18,3.93,550.71,30.6,0.0467,7,30,28,7.14,67.84,67.84
116A,49,3,5,4,8,8,12,16.36,36.0,2.4,86.4,4.8,0.012,0,11,11,0.0,65.85,65.85
116A,50,4,7,5,10,11,15,27.65,51.89,2.86,148.26,8.24,0.0173,0,30,19,33.33,86.77,86.77
116A,51,3,4,3,6,7,9,12.75,25.27,2.25,56.85,3.16,0.0084,0,10,10,0.0,67.96,67.96
116A,52,2,4,2,4,6,6,10.0,15.51,1.0,15.51,0.86,0.0052,0,6,6,0.0,74.42,74.42
116A,53,3,4,3,6,7,9,12.75,25.27,2.25,56.85,3.16,0.0084,0,16,15,6.67,78.76,78.76
116A,54,3,4,3,6,7,9,12.75,25.27,2.25,56.85,3.16,0.0084,0,13,10,0.0,67.83,67.83
116A,55,2,3,2,4,5,6,6.75,13.93,1.33,18.58,1.03,0.0046,0,10,10,0.0,69.91,69.91
116A,56,2,6,3,6,8,9,17.51,27.0,1.0,27.0,1.5,0.009,0,7,7,0.0,71.14,71.14
116A,57,3,6,3,6,9,9,20.26,28.53,1.5,42.79,2.38,0.0095,1,22,16,0.0,63.01,63.01
116A,58,3,5,3,6,8,9,16.36,27.0,1.8,48.6,2.7,0.009,0,9,9,0.0,68.76,68.76
116A,59,2,4,2,4,6,6,10.0,15.51,1.0,15.51,0.86,0.0052,0,6,6,0.0,74.42,74.42
116A,60,2,4,2,4,6,6,10.0,15.51,1.0,15.51,0.86,0.0052,0,14,13,0.0,66.96,66.96
116A,61,3,7,5,10,10,15,24.41,49.83,2.14,106.78,5.93,0.0166,0,13,10,0.0,65.9,65.9
116A,62,3,5,3,6,8,9,16.36,27.0,1.8,48.6,2.7,0.009,0,12,11,0.0,66.86,66.86
116A,63,2,3,2,4,5,6,6.75,13.93,1.33,18.58,1.03,0.0046,0,9,8,0.0,71.89,71.89
116A,64,2,4,2,4,6,6,10.0,15.51,1.0,15.51,0.86,0.0052,0,7,7,0.0,72.82,72.82
116A,65,4,7,4,8,11,12,27.65,41.51,2.29,94.89,5.27,0.0138,0,11,11,0.0,65.41,65.41
116A,66,4,10,6,12,14,18,41.22,68.53,2.4,164.48,9.14,0.0228,0,29,17,62.5,88.67,88.67
116A,67,3,4,3,6,7,9,12.75,25.27,2.25,56.85,3.16,0.0084,0,11,10,10.0,85.78,85.78
116A,68,3,5,3,6,8,9,16.36,27.0,1.8,48.6,2.7,0.009,0,9,9,0.0,68.62,68.62
116A,69,3,4,3,6,7,9,12.75,25.27,2.25,56.85,3.16,0.0084,0,10,10,0.0,67.83,67.83
116A,70,3,4,3,6,7,9,12.75,25.27,2.25,56.85,3.16,0.0084,0,10,10,0.0,67.96,67.96
116A,71,5,10,7,12,15,19,44.83,74.23,3.0,222.69,12.37,0.0247,0,30,21,0.0,57.39,57.39
116A,72,3,11,7,14,14,21,42.81,79.95,1.91,152.64,8.48,0.0267,0,21,14,0.0,61.27,61.27
116A,73,2,3,2,4,5,6,6.75,13.93,1.33,18.58,1.03,0.0046,0,11,9,11.11,89.53,89.53
116A,74,2,3,2,4,5,6,6.75,13.93,1.33,18.58,1.03,0.0046,0,9,9,0.0,70.9,70.9
116A,75,3,5,3,6,8,9,16.36,27.0,1.8,48.6,2.7,0.009,0,11,11,0.0,66.86,66.86
116A,76,1,2,1,2,3,3,2.0,4.75,0.5,2.38,0.13,0.0016,0,3,5,0.0,79.74,79.74
116A,77,3,6,4,8,9,12,20.26,38.04,2.0,76.08,4.23,0.0127,0,10,10,0.0,66.45,66.45
116A,78,3,7,5,10,10,15,24.41,49.83,2.14,106.78,5.93,0.0166,0,20,20,0.0,59.2,59.2
116A,79,3,5,3,6,8,9,16.36,27.0,1.8,48.6,2.7,0.009,2,17,13,0.0,65.27,65.27
116A,80,2,4,2,4,6,6,10.0,15.51,1.0,15.51,0.86,0.0052,0,8,8,0.0,71.56,71.56
116A,81,2,4,2,4,6,6,10.0,15.51,1.0,15.51,0.86,0.0052,0,8,8,0.0,71.69,71.69
116A,82,4,6,4,7,10,11,23.51,36.54,2.33,85.26,4.74,0.0122,0,18,9,11.11,86.47,86.47
116A,83,3,4,3,6,7,9,12.75,25.27,2.25,56.85,3.16,0.0084,0,20,13,15.38,86.71,86.71
116A,84,3,4,3,6,7,9,12.75,25.27,2.25,56.85,3.16,0.0084,0,12,12,0.0,66.23,66.23
116A,85,2,4,2,4,6,6,10.0,15.51,1.0,15.51,0.86,0.0052,0,6,6,0.0,74.42,74.42
116A,86,3,4,3,6,7,9,12.75,25.27,2.25,56.85,3.16,0.0084,0,10,9,0.0,68.96,68.96
116A,87,3,5,3,6,8,9,16.36,27.0,1.8,48.6,2.7,0.009,0,52,10,366.67,46.26,46.26
116A,88,3,5,3,6,8,9,16.36,27.0,1.8,48.6,2.7,0.009,0,56,10,388.89,44.07,44.07
116A,89,3,5,3,6,8,9,16.36,27.0,1.8,48.6,2.7,0.009,0,8,9,0.0,68.76,68.76
116A,90,4,6,4,8,10,12,23.51,39.86,2.67,106.3,5.91,0.0133,0,10,10,0.0,66.44,66.44
116A,91,2,3,2,4,5,6,6.75,13.93,1.33,18.58,1.03,0.0046,0,10,10,0.0,69.91,69.91
116A,92,4,9,6,11,13,17,36.53,62.91,2.44,153.77,8.54,0.021,0,17,15,0.0,61.21,61.21
116A,93,3,7,4,8,10,12,24.41,39.86,1.71,68.34,3.8,0.0133,0,15,11,0.0,65.54,65.54
116A,94,3,5,3,6,8,9,16.36,27.0,1.8,48.6,2.7,0.009,2,14,14,0.0,64.57,64.57
116A,95,2,6,3,6,8,9,17.51,27.0,1.0,27.0,1.5,0.009,0,9,7,0.0,71.14,71.14
116A,96,2,4,2,4,6,6,10.0,15.51,1.0,15.51,0.86,0.0052,0,6,6,0.0,74.42,74.42
116A,97,3,5,3,6,8,9,16.36,27.0,1.8,48.6,2.7,0.009,3,11,11,0.0,66.86,66.86
116A,98,2,3,2,4,5,6,6.75,13.93,1.33,18.58,1.03,0.0046,0,8,9,0.0,70.9,70.9
116A,99,3,4,3,6,7,9,12.75,25.27,2.25,56.85,3.16,0.0084,0,13,10,20.0,91.34,91.34
116A,100,3,5,3,6,8,9,16.36,27.0,1.8,48.6,2.7,0.009,0,14,9,0.0,68.62,68.62
116A,101,2,4,2,4,6,6,10.0,15.51,1.0,15.51,0.86,0.0052,0,10,10,0.0,69.58,69.58
116A,102,2,3,2,4,5,6,6.75,13.93,1.33,18.58,1.03,0.0046,0,9,9,0.0,70.9,70.9
116A,103,3,4,3,6,7,9,12.75,25.27,2.25,56.85,3.16,0.0084,0,9,9,0.0,68.83,68.83
116A,104,3,4,3,6,7,9,12.75,25.27,2.25,56.85,3.16,0.0084,0,19,14,0.0,64.77,64.77
116A,105,2,4,2,4,6,6,10.0,15.51,1.0,15.51,0.86,0.0052,0,10,10,0.0,69.58,69.58
116A,106,4,8,5,9,12,14,32.0,50.19,2.25,112.93,6.27,0.0167,3,16,12,8.33,80.48,80.48
116A,107,2,4,2,4,6,6,10.0,15.51,1.0,15.51,0.86,0.0052,0,8,8,0.0,71.69,71.69
116A,108,3,4,3,6,7,9,12.75,25.27,2.25,56.85,3.16,0.0084,0,10,10,0.0,67.96,67.96
116A,109,2,3,2,4,5,6,6.75,13.93,1.33,18.58,1.03,0.0046,0,10,8,0.0,71.89,71.89
116A,110,2,4,2,4,6,6,10.0,15.51,1.0,15.51,0.86,0.0052,0,10,8,0.0,71.69,71.69
116A,111,4,6,4,8,10,12,23.51,39.86,2.67,106.3,5.91,0.0133,0,24,17,0.0,60.74,60.74
116A,112,2,4,2,4,6,6,10.0,15.51,1.0,15.51,0.86,0.0052,0,11,11,0.0,68.68,68.68
116A,113,2,3,2,4,5,6,6.75,13.93,1.33,18.58,1.03,0.0046,0,9,9,0.0,70.77,70.77
116A,114,3,4,3,6,7,9,12.75,25.27,2.25,56.85,3.16,0.0084,0,12,12,0.0,66.23,66.23
116A,115,2,4,2,4,6,6,10.0,15.51,1.0,15.51,0.86,0.0052,0,8,8,0.0,71.56,71.56
116A,116,3,6,5,10,9,15,20.26,47.55,2.5,118.87,6.6,0.0158,0,11,11,0.0,65.14,65.14
116A,117,4,14,9,18,18,27,61.3,112.59,2.57,289.51,16.08,0.0375,0,15,15,0.0,59.31,59.31
116A,118,4,6,4,7,10,11,23.51,36.54,2.33,85.26,4.74,0.0122,0,9,9,0.0,67.84,67.84
116A,119,6,18,15,29,24,44,90.57,201.74,4.83,975.07,54.17,0.0672,0,31,30,0.0,50.56,50.56
116A,120,3,4,3,6,7,9,12.75,25.27,2.25,56.85,3.16,0.0084,0,9,9,0.0,68.96,68.96
116A,121,2,5,3,6,7,9,13.61,25.27,1.2,30.32,1.68,0.0084,0,11,11,0.0,67.19,67.19
116A,122,2,3,2,4,5,6,6.75,13.93,1.33,18.58,1.03,0.0046,0,11,11,0.0,69.0,69.0
116A,123,2,3,2,4,5,6,6.75,13.93,1.33,18.58,1.03,0.0046,0,11,11,0.0,69.0,69.0
116A,124,2,4,2,4,6,6,10.0,15.51,1.0,15.51,0.86,0.0052,0,6,6,0.0,74.42,74.42
116A,125,7,11,9,18,18,27,57.71,112.59,5.73,644.82,35.82,0.0375,0,14,13,0.0,60.66,60.66
116A,126,3,4,3,6,7,9,12.75,25.27,2.25,56.85,3.16,0.0084,0,10,10,0.0,67.96,67.96
116A,127,3,5,3,6,8,9,16.36,27.0,1.8,48.6,2.7,0.009,0,11,11,0.0,66.86,66.86
116A,128,3,5,3,6,8,9,16.36,27.0,1.8,48.6,2.7,0.009,0,9,9,0.0,68.62,68.62
116A,129,4,6,4,8,10,12,23.51,39.86,2.67,106.3,5.91,0.0133,3,17,13,0.0,63.96,63.96
116A,130,3,5,3,6,8,9,16.36,27.0,1.8,48.6,2.7,0.009,2,13,12,0.0,66.03,66.03
116A,131,3,4,3,6,7,9,12.75,25.27,2.25,56.85,3.16,0.0084,0,9,9,0.0,68.83,68.83
116A,132,3,5,3,6,8,9,16.36,27.0,1.8,48.6,2.7,0.009,0,9,9,0.0,68.76,68.76
116A,133,2,4,2,4,6,6,10.0,15.51,1.0,15.51,0.86,0.0052,0,17,12,33.33,94.8,94.8
116A,134,4,6,4,8,10,12,23.51,39.86,2.67,106.3,5.91,0.0133,3,14,13,0.0,63.96,63.96
116A,135,3,5,3,6,8,9,16.36,27.0,1.8,48.6,2.7,0.009,0,9,9,0.0,68.76,68.76
116A,136,3,5,3,6,8,9,16.36,27.0,1.8,48.6,2.7,0.009,0,9,9,0.0,68.76,68.76
116A,137,3,7,4,8,10,12,24.41,39.86,1.71,68.34,3.8,0.0133,0,11,9,0.0,67.57,67.57
116A,138,2,7,4,8,9,12,21.65,38.04,1.14,43.47,2.42,0.0127,0,16,15,0.0,63.01,63.01
116A,139,2,7,4,8,9,12,21.65,38.04,1.14,43.47,2.42,0.0127,0,7,7,0.0,69.96,69.96
116A,140,2,6,3,6,8,9,17.51,27.0,1.0,27.0,1.5,0.009,0,14,13,0.0,65.41,65.41
116A,141,4,6,4,7,10,11,23.51,36.54,2.33,85.26,4.74,0.0122,0,9,9,0.0,67.7,67.7
116A,142,2,4,2,4,6,6,10.0,15.51,1.0,15.51,0.86,0.0052,0,7,7,0.0,72.96,72.96
116A,143,3,4,3,6,7,9,12.75,25.27,2.25,56.85,3.16,0.0084,0,14,12,16.67,87.85,87.85
116A,144,4,8,5,10,12,15,32.0,53.77,2.5,134.44,7.47,0.0179,0,14,11,0.0,64.63,64.63
116A,145,4,9,10,19,13,29,36.53,107.31,4.22,453.1,25.17,0.0358,0,25,19,0.0,57.48,57.48
116A,146,2,4,2,4,6,6,10.0,15.51,1.0,15.51,0.86,0.0052,0,12,11,0.0,68.54,68.54
116A,147,3,5,3,6,8,9,16.36,27.0,1.8,48.6,2.7,0.009,0,9,9,0.0,68.76,68.76
116A,148,2,3,2,4,5,6,6.75,13.93,1.33,18.58,1.03,0.0046,0,9,9,0.0,70.9,70.9
116A,149,2,4,2,4,6,6,10.0,15.51,1.0,15.51,0.86,0.0052,3,11,10,0.0,69.45,69.45
116A,150,4,8,5,10,12,15,32.0,53.77,2.5,134.44,7.47,0.0179,0,18,10,0.0,65.67,65.67
116A,151,4,7,7,14,11,21,27.65,72.65,4.0,290.59,16.14,0.0242,0,19,19,0.0,58.53,58.53
116A,152,3,5,3,5,8,8,16.36,24.0,1.5,36.0,2.0,0.008,0,7,8,0.0,69.96,69.96
116A,153,3,4,3,6,7,9,12.75,25.27,2.25,56.85,3.16,0.0084,0,22,16,0.0,63.37,63.37
116A,154,3,6,4,7,9,11,20.26,34.87,1.75,61.02,3.39,0.0116,0,9,9,0.0,67.98,67.98
116A,155,2,3,2,4,5,6,6.75,13.93,1.33,18.58,1.03,0.0046,0,12,9,11.11,89.53,89.53
116A,156,3,4,3,6,7,9,12.75,25.27,2.25,56.85,3.16,0.0084,0,11,10,10.0,85.78,85.78
116A,157,2,4,2,4,6,6,10.0,15.51,1.0,15.51,0.86,0.0052,0,16,14,0.0,66.12,66.12
116A,158,2,4,2,4,6,6,10.0,15.51,1.0,15.51,0.86,0.0052,0,5,9,0.0,70.44,70.44
116A,159,1,2,1,2,3,3,2.0,4.75,0.5,2.38,0.13,0.0016,0,4,6,0.0,78.02,78.02
116A,160,2,3,2,4,5,6,6.75,13.93,1.33,18.58,1.03,0.0046,0,9,9,0.0,70.9,70.9
116A,161,4,10,6,12,14,18,41.22,68.53,2.4,164.48,9.14,0.0228,3,23,24,0.0,56.1,56.1
116A,162,3,4,3,6,7,9,12.75,25.27,2.25,56.85,3.16,0.0084,0,12,11,0.0,67.06,67.06
116A,163,4,7,5,10,11,15,27.65,51.89,2.86,148.26,8.24,0.0173,0,12,12,0.0,63.91,63.91
116A,164,2,6,3,6,8,9,17.51,27.0,1.0,27.0,1.5,0.009,0,9,9,0.0,68.89,68.89
116A,165,2,3,2,4,5,6,6.75,13.93,1.33,18.58,1.03,0.0046,0,9,9,0.0,70.77,70.77
116A,166,2,4,2,4,6,6,10.0,15.51,1.0,15.51,0.86,0.0052,0,16,13,15.38,88.19,88.19
116A,167,2,3,2,4,5,6,6.75,13.93,1.33,18.58,1.03,0.0046,0,9,9,0.0,70.9,70.9
116A,mean,2.86,5.17,3.38,6.68,8.03,10.06,17.43,31.75,1.86,75.72,4.21,0.01,0.26,12.95,10.89,7.63,70.21,70.21
116A,std,0.92,2.32,1.9,3.69,3.09,5.58,12.29,25.31,0.81,116.51,6.47,0.01,0.92,6.99,3.73,42.17,8.6,8.6
116B,1,3,11,9,18,14,27,42.81,102.8,2.45,252.32,14.02,0.0343,7,24,19,0.0,56.94,56.94
116B,2,5,27,19,36,32,55,139.99,275.0,3.33,916.67,50.93,0.0917,0,30,13,10.53,75.89,75.89
116B,mean,4,19,14,27,23,41,91.4,188.9,2.89,584.5,32.48,0.06,3.5,27,16,5.26,66.41,66.41
116B,std,1.0,8.0,5.0,9.0,9.0,14.0,48.59,86.1,0.44,332.17,18.45,0.03,3.5,3.0,3.0,5.26,9.48,9.48
119B,1,8,20,20,39,28,59,110.44,283.63,7.8,2212.34,122.91,0.0945,0,29,31,0.0,48.81,48.81
119B,2,10,20,19,35,30,54,119.66,264.97,8.75,2318.51,128.81,0.0883,0,24,25,0.0,51.73,51.73
119B,mean,9,20,19.5,37,29,56.5,115.05,274.3,8.28,2265.43,125.86,0.09,0,26.5,28,0.0,50.27,50.27
119B,std,1.0,0.0,0.5,2.0,1.0,2.5,4.61,9.33,0.48,53.09,2.95,0.0,0.0,2.5,3.0,0.0,1.46,1.46
121C,1,13,59,56,111,72,167,395.18,1030.38,12.23,12600.29,700.02,0.3435,13,70,65,0.0,36.53,36.53
121C,mean,13,59,56,111,72,167,395.18,1030.38,12.23,12600.29,700.02,0.34,13,70,65,0.0,36.53,36.53
121C,std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125B,1,6,7,6,12,13,18,35.16,66.61,5.14,342.55,19.03,0.0222,0,12,10,0.0,64.88,64.88
125B,2,2,14,9,18,16,27,55.3,108.0,1.29,138.86,7.71,0.036,0,12,12,0.0,61.68,61.68
125B,3,6,21,17,35,27,52,107.75,247.25,5.0,1236.27,68.68,0.0824,0,19,14,21.43,81.37,81.37
125B,4,6,7,6,12,13,18,35.16,66.61,5.14,342.55,19.03,0.0222,0,12,10,0.0,64.88,64.88
125B,5,6,11,8,15,17,23,53.56,94.01,4.09,384.59,21.37,0.0313,0,22,22,0.0,56.09,56.09
125B,6,6,14,14,27,20,41,68.81,177.2,5.79,1025.22,56.96,0.0591,0,11,13,0.0,59.55,59.55
125B,mean,5.33,12.33,10,19.83,17.67,29.83,59.29,126.61,4.41,578.34,32.13,0.04,0,14.67,13.5,3.57,64.74,64.74
125B,std,1.49,4.82,4.12,8.47,4.82,12.59,24.67,65.48,1.48,403.0,22.39,0.02,0.0,4.23,4.07,7.99,8.04,8.04
128B,1,5,11,8,16,16,24,49.66,96.0,3.64,349.09,19.39,0.032,0,19,16,18.75,82.03,82.03
128B,2,6,12,10,20,18,30,58.53,125.1,5.0,625.49,34.75,0.0417,0,24,16,26.67,83.89,83.89
128B,3,7,15,11,22,22,33,78.25,147.16,5.13,755.43,41.97,0.0491,0,17,17,0.0,57.17,57.17
128B,4,6,12,10,20,18,30,58.53,125.1,5.0,625.49,34.75,0.0417,0,18,15,0.0,58.85,58.85
128B,5,5,12,11,22,17,33,54.63,134.89,4.58,618.23,34.35,0.045,0,32,19,52.63,85.69,85.69
128B,6,8,29,24,48,37,72,164.88,375.08,6.62,2483.29,137.96,0.125,0,30,30,0.0,48.14,48.14
128B,7,4,12,10,20,16,30,51.02,120.0,3.33,400.0,22.22,0.04,0,23,18,29.41,83.75,83.75
128B,8,7,14,11,22,21,33,72.95,144.95,5.5,797.21,44.29,0.0483,0,17,17,0.0,57.22,57.22
128B,9,4,14,10,20,18,30,61.3,125.1,2.86,357.42,19.86,0.0417,0,18,17,0.0,57.8,57.8
128B,10,6,15,11,22,21,33,74.11,144.95,4.4,637.76,35.43,0.0483,0,18,18,0.0,56.81,56.81
128B,11,5,13,8,16,18,24,59.72,100.08,3.08,307.93,17.11,0.0334,0,14,14,0.0,60.32,60.32
128B,12,6,13,10,20,19,30,63.62,127.44,4.62,588.17,32.68,0.0425,0,16,16,0.0,58.32,58.32
128B,13,7,24,17,34,31,51,129.69,252.66,4.96,1252.79,69.6,0.0842,0,27,26,3.85,62.12,62.12
128B,14,7,24,17,34,31,51,129.69,252.66,4.96,1252.79,69.6,0.0842,0,26,26,0.0,50.56,50.56
128B,15,6,12,10,20,18,30,58.53,125.1,5.0,625.49,34.75,0.0417,0,18,16,0.0,58.38,58.38
128B,16,6,14,11,22,20,33,68.81,142.62,4.71,672.37,37.35,0.0475,0,16,16,0.0,57.98,57.98
128B,17,5,11,8,16,16,24,49.66,96.0,3.64,349.09,19.39,0.032,0,14,14,0.0,60.45,60.45
128B,18,4,8,7,13,12,20,32.0,71.7,3.25,233.02,12.95,0.0239,0,20,19,0.0,58.31,58.31
128B,19,8,29,24,48,37,72,164.88,375.08,6.62,2483.29,137.96,0.125,0,28,29,3.85,60.02,60.02
128B,20,8,29,24,48,37,72,164.88,375.08,6.62,2483.29,137.96,0.125,0,26,29,0.0,48.46,48.46
128B,mean,6,16.15,12.6,25.15,22.15,37.75,82.27,172.84,4.68,894.88,49.72,0.06,0,21.05,19.4,6.76,62.31,62.31
128B,std,1.26,6.56,5.37,10.79,7.63,16.16,41.65,95.21,1.11,716.6,39.81,0.03,0.0,5.34,5.2,13.81,11.37,11.37
128D,1,6,18,12,24,24,36,90.57,165.06,4.0,660.23,36.68,0.055,1,25,20,0.0,55.28,55.28
128D,mean,6,18,12,24,24,36,90.57,165.06,4.0,660.23,36.68,0.06,1,25,20,0.0,55.28,55.28
128D,std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129A,1,2,5,3,6,7,9,13.61,25.27,1.2,30.32,1.68,0.0084,0,7,6,16.67,94.69,94.69
129A,2,3,9,7,14,12,21,33.28,75.28,2.33,175.66,9.76,0.0251,0,13,13,0.0,61.89,61.89
129A,3,2,5,3,6,7,9,13.61,25.27,1.2,30.32,1.68,0.0084,0,4,5,0.0,74.53,74.53
129A,4,3,7,5,10,10,15,24.41,49.83,2.14,106.78,5.93,0.0166,0,10,9,0.0,66.76,66.76
129A,5,3,10,6,12,13,18,37.97,66.61,1.8,119.89,6.66,0.0222,0,8,8,0.0,67.13,67.13
129A,6,4,12,10,20,16,30,51.02,120.0,3.33,400.0,22.22,0.04,0,24,18,11.11,75.61,75.61
129A,7,3,10,7,14,13,21,37.97,77.71,2.1,163.19,9.07,0.0259,0,27,18,11.11,77.47,77.47
129A,8,2,8,6,12,10,18,26.0,59.79,1.5,89.69,4.98,0.0199,0,6,8,0.0,67.59,67.59
129A,9,3,6,3,6,9,9,20.26,28.53,1.5,42.79,2.38,0.0095,0,6,5,0.0,74.16,74.16
129A,10,4,7,5,10,11,15,27.65,51.89,2.86,148.26,8.24,0.0173,0,8,8,0.0,67.89,67.89
129A,11,4,7,5,10,11,15,27.65,51.89,2.86,148.26,8.24,0.0173,0,7,7,0.0,69.15,69.15
129A,12,5,9,8,16,14,24,40.14,91.38,4.44,406.12,22.56,0.0305,0,8,12,0.0,61.92,61.92
129A,13,2,8,6,12,10,18,26.0,59.79,1.5,89.69,4.98,0.0199,0,6,8,0.0,67.59,67.59
129A,14,4,12,11,22,16,33,51.02,132.0,3.67,484.0,26.89,0.044,0,15,15,0.0,58.29,58.29
129A,15,2,5,3,6,7,9,13.61,25.27,1.2,30.32,1.68,0.0084,0,3,3,0.0,79.5,79.5
129A,16,3,9,7,14,12,21,33.28,75.28,2.33,175.66,9.76,0.0251,0,14,14,0.0,61.05,61.05
129A,17,3,9,6,12,12,18,33.28,64.53,2.0,129.06,7.17,0.0215,0,12,12,0.0,63.11,63.11
129A,18,4,8,4,8,12,12,32.0,43.02,2.0,86.04,4.78,0.0143,0,9,8,0.0,68.32,68.32
129A,19,4,8,4,8,12,12,32.0,43.02,2.0,86.04,4.78,0.0143,0,8,8,0.0,68.32,68.32
129A,20,2,8,5,10,10,15,26.0,49.83,1.25,62.29,3.46,0.0166,2,29,17,35.29,88.17,88.17
129A,21,4,8,6,12,12,18,32.0,64.53,3.0,193.59,10.75,0.0215,0,11,10,0.0,64.98,64.98
129A,22,2,6,4,8,8,12,17.51,36.0,1.33,48.0,2.67,0.012,0,14,13,7.69,80.02,80.02
129A,23,3,8,6,12,11,18,28.75,62.27,2.25,140.11,7.78,0.0208,0,12,12,0.0,63.36,63.36
129A,24,4,10,6,12,14,18,41.22,68.53,2.4,164.48,9.14,0.0228,0,10,10,0.0,64.79,64.79
129A,25,4,10,8,16,14,24,41.22,91.38,3.2,292.4,16.24,0.0305,0,13,13,0.0,61.16,61.16
129A,26,2,8,6,12,10,18,26.0,59.79,1.5,89.69,4.98,0.0199,0,10,7,66.67,97.34,97.34
129A,27,4,7,4,7,11,11,27.65,38.05,2.0,76.11,4.23,0.0127,0,10,8,0.0,68.7,68.7
129A,28,4,8,4,8,12,12,32.0,43.02,2.0,86.04,4.78,0.0143,0,13,8,12.5,88.01,88.01
