problem,pass_num,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time_sec,bugs,cyclomatic,sloc,lloc,comment_rate,mi_std,mi_custom
586C,pass@24,5.0,15.0,11.0,22.0,20.0,33.0,70.21,142.62,3.67,522.95,29.05,0.0475,11.0,37.0,37.0,10.81,67.64,67.64
586C,pass@25,4.0,10.0,5.0,10.0,14.0,15.0,41.22,57.11,2.0,114.22,6.35,0.019,6.0,23.0,23.0,13.04,76.95,77.08
586C,pass@26,4.0,15.0,11.0,22.0,19.0,33.0,66.6,140.18,2.93,411.2,22.84,0.0467,10.0,34.0,34.0,14.71,70.95,71.08
586C,pass@27,3.0,8.0,4.0,8.0,11.0,12.0,28.75,41.51,1.5,62.27,3.46,0.0138,6.0,22.0,22.0,18.18,81.18,81.18
586C,pass@28,4.0,10.0,7.0,14.0,14.0,21.0,41.22,79.95,2.8,223.87,12.44,0.0267,6.0,26.0,26.0,15.38,76.1,76.24
586C,pass@29,4.0,10.0,7.0,14.0,14.0,21.0,41.22,79.95,2.8,223.87,12.44,0.0267,6.0,26.0,26.0,15.38,76.1,76.24
586C,pass@30,4.0,12.0,10.0,20.0,16.0,30.0,51.02,120.0,3.33,400.0,22.22,0.04,8.0,30.0,31.0,23.33,76.32,76.45
586C,pass@31,5.0,12.0,8.0,16.0,17.0,24.0,54.63,98.1,3.33,327.0,18.17,0.0327,8.0,28.0,28.0,17.86,75.73,75.86
586C,pass@32,3.0,11.0,8.0,16.0,14.0,24.0,42.81,91.38,2.18,199.37,11.08,0.0305,8.0,40.0,40.0,7.5,65.96,65.96
590B,pass@1,10.0,38.0,32.0,64.0,48.0,96.0,232.64,536.16,8.42,4515.0,250.83,0.1787,10.0,52.0,52.0,0.0,42.11,42.11
590B,pass@2,8.0,67.0,53.0,106.0,75.0,159.0,430.43,990.38,6.33,6267.49,348.19,0.3301,10.0,56.0,66.0,5.36,51.61,51.48
590B,pass@3,6.0,38.0,27.0,54.0,44.0,81.0,214.93,442.21,4.26,1885.23,104.73,0.1474,4.0,46.0,50.0,21.74,67.93,67.93
590B,pass@4,11.0,101.0,88.0,172.0,112.0,260.0,710.53,1769.91,9.37,16577.59,920.98,0.59,3.0,71.0,81.0,0.0,35.09,35.22
590B,pass@5,6.0,29.0,17.0,34.0,35.0,51.0,156.39,261.59,3.52,920.09,51.12,0.0872,4.0,39.0,39.0,0.0,47.83,47.83
590B,pass@6,10.0,79.0,67.0,134.0,89.0,201.0,531.22,1301.62,8.48,11039.08,613.28,0.4339,6.0,66.0,66.0,139.39,56.42,56.42
590B,pass@7,5.0,18.0,12.0,24.0,23.0,36.0,86.67,162.85,3.33,542.83,30.16,0.0543,2.0,32.0,36.0,93.75,76.81,76.81
590B,pass@8,10.0,59.0,62.0,123.0,69.0,185.0,380.3,1130.08,10.42,11779.62,654.42,0.3767,16.0,68.0,78.0,16.18,56.84,56.84
590B,pass@9,10.0,59.0,52.0,103.0,69.0,155.0,380.3,946.82,8.73,8264.63,459.15,0.3156,7.0,54.0,54.0,0.0,40.43,40.43
590B,pass@10,8.0,62.0,49.0,95.0,70.0,144.0,393.16,882.62,6.13,5409.59,300.53,0.2942,0.0,36.0,36.0,8.33,61.35,61.89
590B,pass@11,9.0,49.0,33.0,64.0,58.0,97.0,303.65,568.22,5.88,3339.77,185.54,0.1894,1.0,32.0,32.0,3.12,57.68,58.22
590B,pass@12,7.0,22.0,12.0,24.0,29.0,36.0,117.76,174.89,3.82,667.75,37.1,0.0583,3.0,40.0,40.0,2.5,58.35,58.35
590B,pass@13,6.0,30.0,20.0,40.0,36.0,60.0,162.72,310.2,4.0,1240.78,68.93,0.1034,3.0,44.0,44.0,36.36,74.04,74.04
590B,pass@14,11.0,73.0,66.0,125.0,84.0,191.0,489.91,1220.93,9.42,11498.51,638.81,0.407,15.0,70.0,70.0,8.57,52.52,52.79
590B,pass@15,12.0,85.0,84.0,158.0,97.0,242.0,587.82,1597.18,11.15,17813.24,989.62,0.5324,5.0,75.0,85.0,0.0,34.67,34.81
590B,pass@16,8.0,35.0,34.0,68.0,43.0,102.0,203.52,553.48,7.77,4301.32,238.96,0.1845,4.0,46.0,56.0,0.0,41.99,42.12
590B,pass@17,8.0,73.0,60.0,120.0,81.0,180.0,475.86,1141.17,6.58,7503.6,416.87,0.3804,6.0,60.0,70.0,0.0,37.4,37.54
590B,pass@18,10.0,41.0,51.0,102.0,51.0,153.0,252.88,867.88,12.44,10795.59,599.76,0.2893,10.0,53.0,63.0,11.32,57.6,57.6
590B,pass@19,7.0,44.0,32.0,64.0,51.0,96.0,259.87,544.55,5.09,2772.27,154.01,0.1815,3.0,35.0,35.0,5.71,60.52,60.65
590B,pass@20,7.0,58.0,45.0,88.0,65.0,133.0,359.41,800.97,5.31,4253.45,236.3,0.267,2.0,36.0,36.0,0.0,44.91,45.45
590B,pass@21,9.0,130.0,120.0,240.0,139.0,360.0,941.44,2562.82,8.31,21291.11,1182.84,0.8543,11.0,111.0,121.0,5.41,42.63,42.77
590B,pass@22,9.0,53.0,38.0,76.0,62.0,114.0,332.11,678.78,6.45,4380.04,243.34,0.2263,8.0,38.0,40.0,15.79,65.59,65.59
590B,pass@23,11.0,66.0,51.0,100.0,77.0,151.0,436.98,946.28,8.33,7885.71,438.09,0.3154,4.0,53.0,53.0,0.0,40.88,41.01
590B,pass@24,12.0,106.0,97.0,188.0,118.0,285.0,756.18,1961.55,10.64,20873.89,1159.66,0.6539,7.0,66.0,76.0,6.06,49.12,49.25
590B,pass@25,7.0,78.0,70.0,134.0,85.0,204.0,509.91,1307.52,6.01,7861.86,436.77,0.4358,0.0,33.0,33.0,6.06,59.06,59.33
590B,pass@26,7.0,29.0,18.0,36.0,36.0,54.0,160.53,279.18,4.34,1212.97,67.39,0.0931,3.0,40.0,44.0,17.5,68.91,68.91
